Zipcode,Median Income ,Old Median Income,Growth
ZCTA5 11021,8071,28787,-20716
ZCTA5 11023,3018,30994,-27976
ZCTA5 11024,2093,21690,-19597
ZCTA5 11030,5788,34079,-28291
ZCTA5 11040,13387,29857,-16470
ZCTA5 11042,0,23229,-23229
ZCTA5 11050,11584,30214,-18630
ZCTA5 11096,2464,28558,-26094
ZCTA5 11101,15764,22780,-7016
ZCTA5 11102,12265,16624,-4359
ZCTA5 11103,15515,24853,-9338
ZCTA5 11104,11864,26693,-14829
ZCTA5 11105,15352,30235,-14883
ZCTA5 11106,18225,27635,-9410
ZCTA5 11109,3109,16156,-13047
ZCTA5 11201,31084,26973,4111
ZCTA5 11203,29002,18475,10527
ZCTA5 11204,25207,23106,2101
ZCTA5 11205,16926,36134,-19208
ZCTA5 11206,31256,14935,16321
ZCTA5 11207,33996,30668,3328
ZCTA5 11208,33551,29783,3768
ZCTA5 11209,30150,15336,14814
ZCTA5 11210,21720,8882,12838
ZCTA5 11211,26082,25943,139
ZCTA5 11212,31594,32004,-410
ZCTA5 11213,26098,31057,-4959
ZCTA5 11214,31716,31463,253
ZCTA5 11215,29395,16277,13118
ZCTA5 11216,26106,22896,3210
ZCTA5 11217,18052,6390,11662
ZCTA5 11218,26140,0,26140
ZCTA5 11219,24000,19620,4380
ZCTA5 11220,27487,28672,-1185
ZCTA5 11221,33851,7516,26335
ZCTA5 11222,18636,15078,3558
ZCTA5 11223,27484,13599,13885
ZCTA5 11224,19218,0,19218
ZCTA5 11225,24609,8816,15793
ZCTA5 11226,37128,10547,26581
ZCTA5 11228,15485,6998,8487
ZCTA5 11229,31057,2679,28378
ZCTA5 11230,31670,13495,18175
ZCTA5 11231,16738,15241,1497
ZCTA5 11232,9207,4372,4835
ZCTA5 11233,32147,14353,17794
ZCTA5 11234,32645,27854,4791
ZCTA5 11235,34712,11230,23482
ZCTA5 11236,33728,8746,24982
ZCTA5 11237,17515,0,17515
ZCTA5 11238,26009,24051,1958
ZCTA5 11239,7845,31661,-23816
ZCTA5 11249,15811,19255,-3444
ZCTA5 11354,20400,32043,-11643
ZCTA5 11355,29217,32069,-2852
ZCTA5 11356,8104,12405,-4301
ZCTA5 11357,15456,13579,1877
ZCTA5 11358,13190,34525,-21335
ZCTA5 11359,0,6189,-6189
ZCTA5 11360,8822,11036,-2214
ZCTA5 11361,10842,11984,-1142
ZCTA5 11362,7279,11261,-3982
ZCTA5 11363,2908,8433,-5525
ZCTA5 11364,13797,6920,6877
ZCTA5 11365,16167,9180,6987
ZCTA5 11366,4619,11020,-6401
ZCTA5 11367,14568,12405,2163
ZCTA5 11368,29550,13508,16042
ZCTA5 11369,9551,12135,-2584
ZCTA5 11370,7823,9738,-1915
ZCTA5 11371,0,9792,-9792
ZCTA5 11372,25164,0,25164
ZCTA5 11373,31438,0,31438
ZCTA5 11374,19938,5936,14002
ZCTA5 11375,33099,7920,25179
ZCTA5 11377,32419,5817,26602
ZCTA5 11378,12885,7568,5317
ZCTA5 11379,13887,0,13887
ZCTA5 11385,37050,18706,18344
ZCTA5 11411,6509,9772,-3263
ZCTA5 11412,11500,19845,-8345
ZCTA5 11413,12983,18023,-5040
ZCTA5 11414,11516,5206,6310
ZCTA5 11415,8546,0,8546
ZCTA5 11416,7372,7404,-32
ZCTA5 11417,9347,2340,7007
ZCTA5 11418,11609,887,10722
ZCTA5 11419,12856,10554,2302
ZCTA5 11420,13555,1785,11770
ZCTA5 11421,11676,2416,9260
ZCTA5 11422,10191,3890,6301
ZCTA5 11423,10007,13804,-3797
ZCTA5 11424,0,9260,-9260
ZCTA5 11426,6256,9713,-3457
ZCTA5 11427,7970,4405,3565
ZCTA5 11428,6298,226,6072
ZCTA5 11429,7974,324,7650
ZCTA5 11430,0,0,0
ZCTA5 11432,19783,17025,2758
ZCTA5 11433,10822,7179,3643
ZCTA5 11434,22264,6151,16113
ZCTA5 11435,19075,12288,6787
ZCTA5 11436,5852,0,5852
ZCTA5 11439,0,2465,-2465
ZCTA5 11451,0,2864,-2864
ZCTA5 11501,8361,2416,5945
ZCTA5 11507,2277,2393,-116
ZCTA5 11509,730,16403,-15673
ZCTA5 11510,10901,8395,2506
ZCTA5 11514,1682,3147,-1465
ZCTA5 11516,2725,11157,-8432
ZCTA5 11518,4050,900,3150
ZCTA5 11520,14611,583,14028
ZCTA5 11530,9521,9920,-399
ZCTA5 11542,10877,10411,466
ZCTA5 11545,4325,4266,59
ZCTA5 11547,202,4413,-4211
ZCTA5 11548,340,4253,-3913
ZCTA5 11549,0,2059,-2059
ZCTA5 11550,17544,12506,5038
ZCTA5 11552,7304,6578,726
ZCTA5 11553,6850,13659,-6809
ZCTA5 11554,11808,3678,8130
ZCTA5 11556,0,4002,-4002
ZCTA5 11557,2701,19221,-16520
ZCTA5 11558,2917,5728,-2811
ZCTA5 11559,2389,4529,-2140
ZCTA5 11560,2384,8328,-5944
ZCTA5 11561,15771,1742,14029
ZCTA5 11563,7765,8942,-1177
ZCTA5 11565,3209,5392,-2183
ZCTA5 11566,11534,5582,5952
ZCTA5 11568,1022,13355,-12333
ZCTA5 11569,577,2725,-2148
ZCTA5 11570,10740,19676,-8936
ZCTA5 11572,10306,2489,7817
ZCTA5 11575,4334,11390,-7056
ZCTA5 11576,4526,3483,1043
ZCTA5 11577,4136,7792,-3656
ZCTA5 11579,1834,1612,222
ZCTA5 11580,13353,3729,9624
ZCTA5 11581,7021,13839,-6818
ZCTA5 11590,14677,1047,13630
ZCTA5 11596,3474,951,2523
ZCTA5 11598,3933,9047,-5114
ZCTA5 11691,21572,2359,19213
ZCTA5 11692,8035,10104,-2069
ZCTA5 11693,5257,893,4364
ZCTA5 11694,8392,9492,-1100
ZCTA5 11697,1403,5953,-4550
ZCTA5 11701,9162,11070,-1908
ZCTA5 11702,5494,9508,-4014
ZCTA5 11703,5518,4613,905
ZCTA5 11704,12972,9960,3012
ZCTA5 11705,3027,1400,1627
ZCTA5 11706,18882,5945,12937
ZCTA5 11709,2732,11085,-8353
ZCTA5 11710,11362,5536,5826
ZCTA5 11713,3256,483,2773
ZCTA5 11714,7926,3393,4533
ZCTA5 11715,1595,9488,-7893
ZCTA5 11716,3545,4420,-875
ZCTA5 11717,14754,15133,-379
ZCTA5 11718,1023,21327,-20304
ZCTA5 11719,1149,7254,-6105
ZCTA5 11720,8948,1059,7889
ZCTA5 11721,2315,5116,-2801
ZCTA5 11722,9436,2923,6513
ZCTA5 11724,946,4063,-3117
ZCTA5 11725,9220,6528,2692
ZCTA5 11726,6034,4053,1981
ZCTA5 11727,10906,13913,-3007
ZCTA5 11729,8562,14966,-6404
ZCTA5 11730,4854,18209,-13355
ZCTA5 11731,10667,7375,3292
ZCTA5 11732,1547,9451,-7904
ZCTA5 11733,5911,4279,1632
ZCTA5 11735,11175,228,10947
ZCTA5 11738,5346,4159,1187
ZCTA5 11739,572,4650,-4078
ZCTA5 11740,3353,7736,-4383
ZCTA5 11741,9023,3399,5624
ZCTA5 11742,4514,89,4425
ZCTA5 11743,15300,3466,11834
ZCTA5 11746,21544,16258,5286
ZCTA5 11747,7425,8324,-899
ZCTA5 11749,1151,3587,-2436
ZCTA5 11751,5212,4221,991
ZCTA5 11752,3029,13111,-10082
ZCTA5 11753,4155,5079,-924
ZCTA5 11754,6691,5433,1258
ZCTA5 11755,4052,7166,-3114
ZCTA5 11756,14088,8027,6061
ZCTA5 11757,14401,1948,12453
ZCTA5 11758,19159,11948,7211
ZCTA5 11762,7737,5556,2181
ZCTA5 11763,9540,2562,6978
ZCTA5 11764,4240,4550,-310
ZCTA5 11765,244,8044,-7800
ZCTA5 11766,3888,3129,759
ZCTA5 11767,4729,10628,-5899
ZCTA5 11768,7882,0,7882
ZCTA5 11769,3210,8242,-5032
ZCTA5 11770,52,1202,-1150
ZCTA5 11771,3699,3134,565
ZCTA5 11772,16989,3988,13001
ZCTA5 11776,7830,12811,-4981
ZCTA5 11777,3456,9609,-6153
ZCTA5 11778,4449,1668,2781
ZCTA5 11779,12882,9840,3042
ZCTA5 11780,5602,566,5036
ZCTA5 11782,5422,21,5401
ZCTA5 11783,7094,437,6657
ZCTA5 11784,8209,3006,5203
ZCTA5 11786,1977,2510,-533
ZCTA5 11787,11920,1338,10582
ZCTA5 11788,5443,6347,-904
ZCTA5 11789,2655,524,2131
ZCTA5 11790,4391,1882,2509
ZCTA5 11791,8170,745,7425
ZCTA5 11792,3156,1756,1400
ZCTA5 11793,10407,1800,8607
ZCTA5 11794,0,5376,-5376
ZCTA5 11795,8107,83,8024
ZCTA5 11796,1351,399,952
ZCTA5 11797,3030,4834,-1804
ZCTA5 11798,4871,5088,-217
ZCTA5 11801,12915,4372,8543
ZCTA5 11803,10344,1753,8591
ZCTA5 11804,1464,4993,-3529
ZCTA5 11901,11065,1667,9398
ZCTA5 11930,366,1445,-1079
ZCTA5 11931,0,170,-170
ZCTA5 11932,431,313,118
ZCTA5 11933,3038,172,2866
ZCTA5 11934,2721,301,2420
ZCTA5 11935,1224,414,810
ZCTA5 11937,8328,5325,3003
ZCTA5 11939,629,172,457
ZCTA5 11940,1850,3041,-1191
ZCTA5 11941,820,797,23
ZCTA5 11942,2183,298,1885
ZCTA5 11944,2207,7929,-5722
ZCTA5 11946,6312,4548,1764
ZCTA5 11947,0,311,-311
ZCTA5 11948,255,2506,-2251
ZCTA5 11949,4799,318,4481
ZCTA5 11950,4759,0,4759
ZCTA5 11951,4718,133,4585
ZCTA5 11952,2201,861,1340
ZCTA5 11953,5708,1025,4683
ZCTA5 11954,1571,1403,168
ZCTA5 11955,1470,1493,-23
ZCTA5 11956,148,31,117
ZCTA5 11957,521,175,346
ZCTA5 11958,310,2931,-2621
ZCTA5 11959,235,12062,-11827
ZCTA5 11960,445,1200,-755
ZCTA5 11961,5676,116,5560
ZCTA5 11962,127,2858,-2731
ZCTA5 11963,3318,5605,-2287
ZCTA5 11964,1366,12329,-10963
ZCTA5 11965,417,403,14
ZCTA5 11967,8195,926,7269
ZCTA5 11968,5193,31,5162
ZCTA5 11970,282,2371,-2089
ZCTA5 11971,2745,1353,1392
ZCTA5 11972,272,452,-180
ZCTA5 11973,0,398,-398
ZCTA5 11975,189,51,138
ZCTA5 11976,938,352,586
ZCTA5 11977,1049,3251,-2202
ZCTA5 11978,1442,297,1145
ZCTA5 11980,2060,66,1994
ZCTA5 12007,127,1729,-1602
ZCTA5 12008,181,34,147
ZCTA5 12009,3154,161,2993
ZCTA5 12010,11049,153,10896
ZCTA5 12015,1282,3031,-1749
ZCTA5 12017,218,203,15
ZCTA5 12018,3014,373,2641
ZCTA5 12019,6275,8566,-2291
ZCTA5 12020,14242,1730,12512
ZCTA5 12022,340,582,-242
ZCTA5 12023,805,1463,-658
ZCTA5 12024,38,6703,-6665
ZCTA5 12025,2165,929,1236
ZCTA5 12027,1675,833,842
ZCTA5 12028,323,652,-329
ZCTA5 12029,496,623,-127
ZCTA5 12031,83,563,-480
ZCTA5 12032,282,3852,-3570
ZCTA5 12033,3457,667,2790
ZCTA5 12035,191,181,10
ZCTA5 12036,90,237,-147
ZCTA5 12037,1808,16891,-15083
ZCTA5 12040,11,986,-975
ZCTA5 12041,188,547,-359
ZCTA5 12042,115,1239,-1124
ZCTA5 12043,2709,91,2618
ZCTA5 12045,233,587,-354
ZCTA5 12046,271,90,181
ZCTA5 12047,9863,898,8965
ZCTA5 12051,1513,1135,378
ZCTA5 12052,768,1170,-402
ZCTA5 12053,1476,653,823
ZCTA5 12054,6816,2378,4438
ZCTA5 12056,765,9580,-8815
ZCTA5 12057,813,1613,-800
ZCTA5 12058,427,2003,-1576
ZCTA5 12059,621,205,416
ZCTA5 12060,783,677,106
ZCTA5 12061,4098,426,3672
ZCTA5 12062,638,45,593
ZCTA5 12063,310,2267,-1957
ZCTA5 12064,177,450,-273
ZCTA5 12065,17855,698,17157
ZCTA5 12066,710,714,-4
ZCTA5 12067,589,5037,-4448
ZCTA5 12068,973,957,16
ZCTA5 12069,119,127,-8
ZCTA5 12070,755,7474,-6719
ZCTA5 12071,99,92,7
ZCTA5 12072,970,759,211
ZCTA5 12074,1179,1405,-226
ZCTA5 12075,1010,5670,-4660
ZCTA5 12076,572,309,263
ZCTA5 12077,2675,694,1981
ZCTA5 12078,9418,1855,7563
ZCTA5 12082,2,2241,-2239
ZCTA5 12083,1328,227,1101
ZCTA5 12084,2085,638,1447
ZCTA5 12085,130,426,-296
ZCTA5 12086,704,33,671
ZCTA5 12087,413,120,293
ZCTA5 12090,2309,1523,786
ZCTA5 12092,601,325,276
ZCTA5 12093,654,630,24
ZCTA5 12094,902,1288,-386
ZCTA5 12095,5131,71,5060
ZCTA5 12106,1017,673,344
ZCTA5 12108,119,2034,-1915
ZCTA5 12110,7749,8549,-800
ZCTA5 12115,34,184,-150
ZCTA5 12116,618,1584,-966
ZCTA5 12117,1267,954,313
ZCTA5 12118,7343,315,7028
ZCTA5 12120,290,274,16
ZCTA5 12121,724,375,349
ZCTA5 12122,1896,999,897
ZCTA5 12123,1998,794,1204
ZCTA5 12124,97,314,-217
ZCTA5 12125,512,1812,-1300
ZCTA5 12130,161,2291,-2130
ZCTA5 12131,69,3248,-3179
ZCTA5 12132,98,339,-241
ZCTA5 12134,1702,110,1592
ZCTA5 12136,304,131,173
ZCTA5 12137,759,82,677
ZCTA5 12138,1296,512,784
ZCTA5 12139,89,1007,-918
ZCTA5 12140,595,730,-135
ZCTA5 12143,2179,129,2050
ZCTA5 12144,9380,1860,7520
ZCTA5 12147,219,116,103
ZCTA5 12148,1928,713,1215
ZCTA5 12149,955,97,858
ZCTA5 12150,273,287,-14
ZCTA5 12151,370,130,240
ZCTA5 12153,314,272,42
ZCTA5 12154,1311,21607,-20296
ZCTA5 12155,681,6040,-5359
ZCTA5 12156,342,1064,-722
ZCTA5 12157,1761,2753,-992
ZCTA5 12158,2706,963,1743
ZCTA5 12159,3714,2471,1243
ZCTA5 12160,333,174,159
ZCTA5 12161,8,4472,-4464
ZCTA5 12164,123,8037,-7914
ZCTA5 12165,89,315,-226
ZCTA5 12166,541,678,-137
ZCTA5 12167,1050,775,275
ZCTA5 12168,771,90,681
ZCTA5 12169,187,104,83
ZCTA5 12170,2018,1393,625
ZCTA5 12172,77,1010,-933
ZCTA5 12173,727,2822,-2095
ZCTA5 12174,208,4086,-3878
ZCTA5 12175,281,12474,-12193
ZCTA5 12176,186,3073,-2887
ZCTA5 12177,233,11456,-11223
ZCTA5 12180,21958,6545,15413
ZCTA5 12182,6634,998,5636
ZCTA5 12183,1282,9440,-8158
ZCTA5 12184,2804,4374,-1570
ZCTA5 12185,741,4477,-3736
ZCTA5 12186,2546,4199,-1653
ZCTA5 12187,225,0,225
ZCTA5 12188,4977,10609,-5632
ZCTA5 12189,8694,11404,-2710
ZCTA5 12190,170,8223,-8053
ZCTA5 12192,651,2185,-1534
ZCTA5 12193,787,9916,-9129
ZCTA5 12194,56,2310,-2254
ZCTA5 12195,108,5427,-5319
ZCTA5 12196,1302,11406,-10104
ZCTA5 12197,745,14443,-13698
ZCTA5 12198,2767,1175,1592
ZCTA5 12202,4203,218,3985
ZCTA5 12203,13755,321,13434
ZCTA5 12204,3819,117,3702
ZCTA5 12205,11324,294,11030
ZCTA5 12206,6443,263,6180
ZCTA5 12207,1225,182,1043
ZCTA5 12208,9876,301,9575
ZCTA5 12209,4247,1299,2948
ZCTA5 12210,5475,3834,1641
ZCTA5 12211,4431,216,4215
ZCTA5 12222,0,223,-223
ZCTA5 12226,0,154,-154
ZCTA5 12302,10951,191,10760
ZCTA5 12303,11346,199,11147
ZCTA5 12304,8200,207,7993
ZCTA5 12305,3393,85,3308
ZCTA5 12306,10556,415,10141
ZCTA5 12307,2774,133,2641
ZCTA5 12308,5693,73,5620
ZCTA5 12309,12167,2395,9772
ZCTA5 12401,14536,126,14410
ZCTA5 12404,1419,408,1011
ZCTA5 12405,218,598,-380
ZCTA5 12406,298,192,106
ZCTA5 12407,40,172,-132
ZCTA5 12409,442,302,140
ZCTA5 12410,215,122,93
ZCTA5 12411,157,230,-73
ZCTA5 12412,253,21,232
ZCTA5 12413,1147,70,1077
ZCTA5 12414,4363,952,3411
ZCTA5 12416,137,35,102
ZCTA5 12417,408,414,-6
ZCTA5 12418,108,1484,-1376
ZCTA5 12419,272,231,41
ZCTA5 12420,88,1953,-1865
ZCTA5 12421,140,230,-90
ZCTA5 12422,138,1285,-1147
ZCTA5 12423,412,137,275
ZCTA5 12424,144,737,-593
ZCTA5 12427,143,106,37
ZCTA5 12428,2594,124,2470
ZCTA5 12429,19,91,-72
ZCTA5 12430,607,874,-267
ZCTA5 12431,611,264,347
ZCTA5 12432,310,485,-175
ZCTA5 12433,229,908,-679
ZCTA5 12434,384,92,292
ZCTA5 12435,85,88,-3
ZCTA5 12436,160,907,-747
ZCTA5 12438,8,498,-490
ZCTA5 12439,155,446,-291
ZCTA5 12440,627,114,513
ZCTA5 12441,62,1035,-973
ZCTA5 12442,390,417,-27
ZCTA5 12443,1570,322,1248
ZCTA5 12444,147,338,-191
ZCTA5 12446,2023,188,1835
ZCTA5 12448,99,705,-606
ZCTA5 12449,1198,352,846
ZCTA5 12450,99,567,-468
ZCTA5 12451,449,168,281
ZCTA5 12452,13,7669,-7656
ZCTA5 12453,100,275,-175
ZCTA5 12454,155,545,-390
ZCTA5 12455,796,261,535
ZCTA5 12456,238,127,111
ZCTA5 12457,595,1209,-614
ZCTA5 12458,856,340,516
ZCTA5 12459,63,593,-530
ZCTA5 12460,108,1145,-1037
ZCTA5 12461,610,204,406
ZCTA5 12463,613,18,595
ZCTA5 12464,545,863,-318
ZCTA5 12465,151,143,8
ZCTA5 12466,896,138,758
ZCTA5 12468,573,355,218
ZCTA5 12469,329,100,229
ZCTA5 12470,193,700,-507
ZCTA5 12471,288,2242,-1954
ZCTA5 12472,608,824,-216
ZCTA5 12473,236,428,-192
ZCTA5 12474,400,339,61
ZCTA5 12475,176,5,171
ZCTA5 12477,7790,15,7775
ZCTA5 12480,169,7631,-7462
ZCTA5 12481,555,100,455
ZCTA5 12482,128,274,-146
ZCTA5 12483,22,1002,-980
ZCTA5 12484,1486,526,960
ZCTA5 12485,370,669,-299
ZCTA5 12486,605,233,372
ZCTA5 12487,1499,2164,-665
ZCTA5 12489,96,1171,-1075
ZCTA5 12490,0,607,-607
ZCTA5 12491,715,2150,-1435
ZCTA5 12492,92,762,-670
ZCTA5 12493,57,5783,-5726
ZCTA5 12494,342,1284,-942
ZCTA5 12495,92,1479,-1387
ZCTA5 12496,496,108,388
ZCTA5 12498,2405,5268,-2863
ZCTA5 12501,875,1052,-177
ZCTA5 12502,454,5,449
ZCTA5 12503,225,1056,-831
ZCTA5 12504,9,8485,-8476
ZCTA5 12507,92,7597,-7505
ZCTA5 12508,7588,5313,2275
ZCTA5 12512,76,2700,-2624
ZCTA5 12513,117,2293,-2176
ZCTA5 12514,1327,1077,250
ZCTA5 12515,545,1947,-1402
ZCTA5 12516,780,1115,-335
ZCTA5 12517,164,964,-800
ZCTA5 12518,2318,605,1713
ZCTA5 12520,1203,3448,-2245
ZCTA5 12521,700,19013,-18313
ZCTA5 12522,1862,9528,-7666
ZCTA5 12523,846,6225,-5379
ZCTA5 12524,6233,2369,3864
ZCTA5 12525,752,2739,-1987
ZCTA5 12526,1444,551,893
ZCTA5 12527,6,3864,-3858
ZCTA5 12528,5425,1055,4370
ZCTA5 12529,865,3640,-2775
ZCTA5 12530,54,2416,-2362
ZCTA5 12531,872,4043,-3171
ZCTA5 12533,8556,3586,4970
ZCTA5 12534,7568,189,7379
ZCTA5 12538,5347,585,4762
ZCTA5 12540,3009,474,2535
ZCTA5 12542,2407,964,1443
ZCTA5 12543,1286,1773,-487
ZCTA5 12544,59,958,-899
ZCTA5 12545,2009,1480,529
ZCTA5 12546,1215,877,338
ZCTA5 12547,1229,247,982
ZCTA5 12548,446,4396,-3950
ZCTA5 12549,3469,4907,-1438
ZCTA5 12550,19586,12882,6704
ZCTA5 12553,9718,633,9085
ZCTA5 12561,6429,1465,4964
ZCTA5 12563,2196,16060,-13864
ZCTA5 12564,2855,15562,-12707
ZCTA5 12565,548,0,548
ZCTA5 12566,4224,4294,-70
ZCTA5 12567,1021,477,544
ZCTA5 12569,4002,45,3957
ZCTA5 12570,2291,2387,-96
ZCTA5 12571,3616,61,3555
ZCTA5 12572,3904,835,3069
ZCTA5 12574,195,144,51
ZCTA5 12575,623,108,515
ZCTA5 12577,514,386,128
ZCTA5 12578,871,815,56
ZCTA5 12580,1655,258,1397
ZCTA5 12581,844,157,687
ZCTA5 12582,1454,383,1071
ZCTA5 12583,734,83,651
ZCTA5 12585,378,822,-444
ZCTA5 12586,4476,172,4304
ZCTA5 12589,5431,770,4661
ZCTA5 12590,14041,160,13881
ZCTA5 12592,533,143,390
ZCTA5 12594,1581,114,1467
ZCTA5 12601,16972,90,16882
ZCTA5 12603,16534,372,16162
ZCTA5 12604,0,473,-473
ZCTA5 12701,4713,887,3826
ZCTA5 12719,503,130,373
ZCTA5 12720,34,49,-15
ZCTA5 12721,2241,309,1932
ZCTA5 12722,25,102,-77
ZCTA5 12723,767,2844,-2077
ZCTA5 12724,28,1694,-1666
ZCTA5 12725,74,600,-526
ZCTA5 12726,601,252,349
ZCTA5 12729,530,233,297
ZCTA5 12732,446,340,106
ZCTA5 12733,139,739,-600
ZCTA5 12734,393,291,102
ZCTA5 12736,70,185,-115
ZCTA5 12737,634,45,589
ZCTA5 12738,105,399,-294
ZCTA5 12740,727,62,665
ZCTA5 12741,91,106,-15
ZCTA5 12742,61,5444,-5383
ZCTA5 12743,136,849,-713
ZCTA5 12745,15,878,-863
ZCTA5 12746,301,390,-89
ZCTA5 12747,782,202,580
ZCTA5 12748,835,824,11
ZCTA5 12749,148,891,-743
ZCTA5 12750,12,140,-128
ZCTA5 12751,443,621,-178
ZCTA5 12752,170,43,127
ZCTA5 12754,2661,378,2283
ZCTA5 12758,1893,287,1606
ZCTA5 12759,586,207,379
ZCTA5 12760,217,860,-643
ZCTA5 12762,158,717,-559
ZCTA5 12763,291,1851,-1560
ZCTA5 12764,799,372,427
ZCTA5 12765,397,166,231
ZCTA5 12766,267,6889,-6622
ZCTA5 12767,54,3204,-3150
ZCTA5 12768,212,11209,-10997
ZCTA5 12769,145,173,-28
ZCTA5 12770,83,1426,-1343
ZCTA5 12771,5597,258,5339
ZCTA5 12775,862,92,770
ZCTA5 12776,723,79,644
ZCTA5 12777,340,880,-540
ZCTA5 12778,149,434,-285
ZCTA5 12779,639,1902,-1263
ZCTA5 12780,909,888,21
ZCTA5 12781,49,180,-131
ZCTA5 12783,550,151,399
ZCTA5 12784,1,2320,-2319
ZCTA5 12785,407,103,304
ZCTA5 12786,271,329,-58
ZCTA5 12787,38,1444,-1406
ZCTA5 12788,714,3931,-3217
ZCTA5 12789,785,6416,-5631
ZCTA5 12790,1766,2595,-829
ZCTA5 12791,245,1721,-1476
ZCTA5 12792,69,2677,-2608
ZCTA5 12801,6718,1075,5643
ZCTA5 12803,3689,281,3408
ZCTA5 12804,11851,364,11487
ZCTA5 12808,109,201,-92
ZCTA5 12809,1493,5615,-4122
ZCTA5 12810,259,70,189
ZCTA5 12811,63,520,-457
ZCTA5 12812,50,228,-178
ZCTA5 12814,685,56,629
ZCTA5 12815,517,2222,-1705
ZCTA5 12816,2072,1283,789
ZCTA5 12817,939,281,658
ZCTA5 12819,121,147,-26
ZCTA5 12820,32,1025,-993
ZCTA5 12821,65,96,-31
ZCTA5 12822,2349,226,2123
ZCTA5 12823,138,567,-429
ZCTA5 12824,423,70,353
ZCTA5 12827,1349,30,1319
ZCTA5 12828,3740,191,3549
ZCTA5 12831,6804,30,6774
ZCTA5 12832,2717,948,1769
ZCTA5 12833,2102,249,1853
ZCTA5 12834,2398,309,2089
ZCTA5 12835,1273,0,1273
ZCTA5 12836,297,234,63
ZCTA5 12837,406,21,385
ZCTA5 12838,302,1494,-1192
ZCTA5 12839,5884,15860,-9976
ZCTA5 12841,90,695,-605
ZCTA5 12842,262,1728,-1466
ZCTA5 12843,276,27,249
ZCTA5 12844,103,344,-241
ZCTA5 12845,2072,90,1982
ZCTA5 12846,1570,363,1207
ZCTA5 12847,164,2423,-2259
ZCTA5 12849,128,155,-27
ZCTA5 12850,1010,1928,-918
ZCTA5 12851,172,147,25
ZCTA5 12852,176,2071,-1895
ZCTA5 12853,600,13157,-12557
ZCTA5 12854,19,607,-588
ZCTA5 12855,112,710,-598
ZCTA5 12856,152,19,133
ZCTA5 12857,316,1016,-700
ZCTA5 12858,58,515,-457
ZCTA5 12859,758,301,457
ZCTA5 12860,166,820,-654
ZCTA5 12861,208,496,-288
ZCTA5 12862,105,929,-824
ZCTA5 12863,404,1132,-728
ZCTA5 12864,2,1040,-1038
ZCTA5 12865,1362,975,387
ZCTA5 12866,17464,19,17445
ZCTA5 12870,758,247,511
ZCTA5 12871,1586,36,1550
ZCTA5 12872,49,795,-746
ZCTA5 12873,349,104,245
ZCTA5 12874,75,794,-719
ZCTA5 12878,282,449,-167
ZCTA5 12883,2103,311,1792
ZCTA5 12884,261,555,-294
ZCTA5 12885,1958,3,1955
ZCTA5 12886,77,457,-380
ZCTA5 12887,1779,595,1184
ZCTA5 12901,13906,239,13667
ZCTA5 12903,785,582,203
ZCTA5 12910,621,84,537
ZCTA5 12911,0,466,-466
ZCTA5 12912,672,270,402
ZCTA5 12913,485,133,352
ZCTA5 12914,350,1741,-1391
ZCTA5 12915,38,194,-156
ZCTA5 12916,915,2539,-1624
ZCTA5 12917,469,290,179
ZCTA5 12918,1170,207,963
ZCTA5 12919,1200,4653,-3453
ZCTA5 12920,974,161,813
ZCTA5 12921,916,369,547
ZCTA5 12922,25,836,-811
